Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,Win%,RotY_Votes
Nickeil Alexander-Walker,SG,21,NOP,47,1,12.6,2.1,5.7,0.368,1,2.8,0.346,1.1,2.8,0.391,0.455,0.5,0.8,0.676,0.2,1.6,1.8,1.9,0.4,0.2,1.1,1.2,5.7,2020,0.417,0
Kostas Antetokounmpo,PF,22,LAL,5,0,4,0.6,0.6,1,0,0,,0.6,0.6,1,1,0.2,0.4,0.5,0.4,0.2,0.6,0.4,0,0,0.2,0.4,1.4,2020,0.732,0
Deandre Ayton,C,21,PHO,38,32,32.5,8.2,14.9,0.546,0.1,0.3,0.231,8.1,14.6,0.553,0.548,1.8,2.3,0.753,3.9,7.6,11.5,1.9,0.7,1.5,2.1,3.1,18.2,2020,0.466,0
Darius Bazley,PF,19,OKC,61,9,18.5,2,5.2,0.394,0.8,2.3,0.348,1.2,2.9,0.432,0.472,0.7,1,0.694,0.5,3.5,4,0.7,0.4,0.7,0.7,0.9,5.6,2020,0.616,0
Goga Bitadze,C,20,IND,54,2,8.7,1.3,2.8,0.467,0.1,0.8,0.19,1.1,2,0.574,0.493,0.4,0.6,0.727,0.5,1.5,2,0.4,0.2,0.7,0.5,1.2,3.2,2020,0.616,0
Bol Bol,PF,20,DEN,7,0,12.4,2,4,0.5,0.6,1.3,0.444,1.4,2.7,0.526,0.571,1.1,1.4,0.8,0.7,2,2.7,0.9,0.3,0.9,1.4,1.6,5.7,2020,0.63,0
Marques Bolden,C,21,CLE,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,1,0,0,1,0,2020,0.292,0
Jordan Bone,PG,22,DET,10,0,5.3,0.5,2,0.25,0.2,1,0.2,0.3,1,0.3,0.3,0,0,,0,0.4,0.4,0.8,0.1,0,0.2,0.6,1.2,2020,0.303,0
Brian Bowen,SF,21,IND,6,1,5.2,0.5,1.7,0.3,0,0.3,0,0.5,1.3,0.375,0.3,0,0,,0.2,1,1.2,0,0,0.2,0.2,0.5,1,2020,0.616,0
Ky Bowman,PG,22,GSW,45,12,22.6,3,7.1,0.417,0.7,2.4,0.308,2.2,4.8,0.472,0.469,0.8,0.9,0.829,0.5,2.2,2.7,2.9,1,0.2,1.6,2.3,7.4,2020,0.231,0
Jarrell Brantley,PF,23,UTA,9,0,10.7,1.1,3.1,0.357,0.3,1.4,0.231,0.8,1.7,0.467,0.411,0.1,0.2,0.5,0.2,2,2.2,1.2,0.3,0.6,0.8,0.8,2.7,2020,0.611,0
Ignas Brazdeikis,SF,21,NYK,9,0,5.9,0.7,2.4,0.273,0.1,1,0.111,0.6,1.4,0.385,0.295,0.4,0.6,0.8,0.2,0.3,0.6,0.4,0,0.1,0.2,0.3,1.9,2020,0.318,0
Oshae Brissett,SF,21,TOR,19,0,7.1,0.7,1.9,0.361,0.2,0.8,0.2,0.5,1.1,0.476,0.403,0.4,0.5,0.8,0.5,0.9,1.4,0.4,0.2,0.1,0.4,0.9,1.9,2020,0.736,0
Charlie Brown Jr.,SG,22,ATL,10,0,4,0.6,1.9,0.316,0.3,0.9,0.333,0.3,1,0.3,0.395,0.5,0.5,1,0.2,0.2,0.4,0.2,0.2,0.2,0.3,0.3,2,2020,0.299,0
Moses Brown,C,20,POR,9,0,3.7,0.4,1.1,0.4,0,0,,0.4,1.1,0.4,0.4,0.3,0.9,0.375,0.3,1.2,1.6,0.1,0.1,0.1,0.3,0.8,1.2,2020,0.473,0
Devontae Cacok,C,23,LAL,1,0,9,3,6,0.5,0,0,,3,6,0.5,0.5,0,0,,2,3,5,1,0,0,0,0,6,2020,0.732,0
Vlatko Čančar,PF,22,DEN,14,0,3.2,0.4,1.1,0.4,0.1,0.4,0.167,0.4,0.6,0.556,0.433,0.3,0.3,1,0.4,0.4,0.7,0.2,0.1,0.1,0.2,0.5,1.2,2020,0.63,0
Zylan Cheatham,PF,24,NOP,4,0,12.8,1.5,2.3,0.667,0,0.3,0,1.5,2,0.75,0.667,0,0,,0.8,1.5,2.3,0.8,0.3,0.3,1,2.5,3,2020,0.417,0
Brandon Clarke,PF,23,MEM,58,4,22.4,5.1,8.3,0.618,0.4,1.1,0.359,4.7,7.2,0.658,0.642,1.5,1.9,0.759,1.6,4.4,5.9,1.4,0.6,0.8,0.9,1.7,12.1,2020,0.466,0.0556
Nic Claxton,C,20,BRK,15,0,12.5,1.8,3.2,0.563,0.1,0.5,0.143,1.7,2.7,0.634,0.573,0.7,1.4,0.524,1.3,1.7,2.9,1.1,0.1,0.5,0.6,0.9,4.4,2020,0.486,0
Chris Clemons,SG,22,HOU,33,0,8.8,1.7,4.3,0.401,1.1,3.2,0.346,0.6,1.1,0.571,0.532,0.3,0.3,0.909,0.1,0.8,0.9,0.8,0.3,0.2,0.6,0.8,4.9,2020,0.611,0
Amir Coffey,SG,22,LAC,18,1,8.8,1.3,3,0.426,0.3,1.1,0.316,0.9,1.9,0.486,0.481,0.3,0.6,0.545,0.2,0.7,0.9,0.8,0.3,0.1,0.4,1.1,3.2,2020,0.681,0
Tyler Cook,SF,22,DEN,2,0,9.5,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,1,1,1,1,1,2,0,1,0,1,0.5,2,2020,0.63,0
Jarrett Culver,SG,20,MIN,63,35,23.9,3.7,9,0.404,1,3.5,0.299,2.6,5.5,0.471,0.462,0.9,1.9,0.462,1.1,2.3,3.4,1.7,0.9,0.6,1.3,2,9.2,2020,0.297,0
Terence Davis,SG,22,TOR,72,4,16.8,2.8,6.1,0.456,1.3,3.4,0.388,1.5,2.7,0.541,0.564,0.7,0.8,0.864,0.7,2.6,3.3,1.6,0.5,0.2,1.1,1.7,7.5,2020,0.736,0.0022
Luguentz Dort,SF,20,OKC,36,28,22.8,2.4,6.1,0.394,0.8,2.8,0.297,1.6,3.3,0.479,0.463,1.2,1.5,0.792,0.7,1.6,2.3,0.8,0.9,0.1,0.6,2.7,6.8,2020,0.616,0
Sekou Doumbouya,PF,19,DET,38,19,19.8,2.4,6.2,0.39,0.7,2.6,0.286,1.7,3.6,0.464,0.449,0.8,1.2,0.674,0.5,2.6,3.1,0.5,0.5,0.2,0.9,2.1,6.4,2020,0.303,0
Carsen Edwards,SG,21,BOS,37,0,9.5,1.1,3.5,0.328,0.6,2.1,0.316,0.5,1.4,0.346,0.422,0.4,0.5,0.684,0.2,1.1,1.3,0.6,0.3,0.1,0.4,0.9,3.3,2020,0.667,0
Tacko Fall,C,24,BOS,7,0,4.7,1.6,2,0.786,0,0,,1.6,2,0.786,0.786,0.1,0.4,0.333,0.1,2,2.1,0.1,0.1,0.6,0.4,1,3.3,2020,0.667,0
Bruno Fernando,C,21,ATL,56,13,12.7,1.8,3.6,0.518,0.1,0.7,0.135,1.8,2.9,0.605,0.53,0.5,0.9,0.569,1.2,2.3,3.5,0.9,0.3,0.3,0.8,1.9,4.3,2020,0.299,0
Michael Frazier,SG,25,HOU,13,0,11.2,0.5,2.2,0.241,0.3,1.8,0.174,0.2,0.5,0.5,0.31,0.7,1.1,0.643,0.1,0.7,0.8,0.2,0.2,0,0.4,1.7,2.1,2020,0.611,0
Wenyen Gabriel,PF,22,POR,19,1,9.2,0.8,1.6,0.484,0.3,0.6,0.417,0.5,1,0.526,0.565,0.5,0.6,0.75,0.9,1.3,2.2,0.3,0.4,0.3,0.6,1.7,2.3,2020,0.473,0
Daniel Gafford,C,21,CHI,43,7,14.2,2.2,3.1,0.701,0,0,,2.2,3.1,0.701,0.701,0.7,1.4,0.533,1.2,1.3,2.5,0.5,0.3,1.3,0.7,2.3,5.1,2020,0.339,0
Darius Garland,SG,20,CLE,59,59,30.9,4.7,11.8,0.401,1.8,5,0.355,3,6.8,0.434,0.476,1.1,1.2,0.875,0.5,1.4,1.9,3.9,0.7,0.1,2.6,1.6,12.3,2020,0.292,0
Javonte Green,SG,26,BOS,48,2,9.8,1.3,2.6,0.5,0.2,0.7,0.273,1.1,1.9,0.581,0.536,0.6,0.9,0.667,0.5,1.4,1.9,0.5,0.5,0.2,0.5,0.9,3.4,2020,0.667,0
Marko Guduric,SG,24,MEM,44,0,11,1.4,3.6,0.395,0.6,1.9,0.301,0.8,1.7,0.5,0.475,0.5,0.6,0.923,0.3,1.3,1.7,1,0.3,0.2,0.8,0.8,3.9,2020,0.466,0
Kyle Guy,SG,22,SAC,3,0,3.3,0.7,1.7,0.4,0,1,0,0.7,0.7,1,0.4,0,0,,0,0.3,0.3,0.3,0,0,0,0.3,1.3,2020,0.431,0
Rui Hachimura,PF,21,WAS,48,48,30.1,5.3,11.4,0.466,0.5,1.8,0.287,4.8,9.5,0.5,0.489,2.4,2.9,0.829,1.6,4.5,6.1,1.8,0.8,0.2,1.1,2.2,13.5,2020,0.347,0
Devon Hall,PG,24,OKC,11,0,7.4,0.5,2.7,0.2,0.4,1.5,0.235,0.2,1.2,0.154,0.267,0.4,0.7,0.5,0.2,0.5,0.6,1.2,0.4,0.1,0.5,0.5,1.8,2020,0.616,0
Donta Hall,C,22,BRK,5,0,17,2.8,3.6,0.778,0,0,,2.8,3.6,0.778,0.778,1,2.4,0.417,1.6,3,4.6,0.4,0.4,1,0.6,2.8,6.6,2020,0.486,0
Jared Harper,PG,22,PHO,3,0,2.7,0.3,1.3,0.25,0,0.7,0,0.3,0.7,0.5,0.25,0,0,,0,0,0,0,0,0,0,0,0.7,2020,0.466,0
Jaxson Hayes,C,19,NOP,64,14,16.9,2.7,4,0.672,0,0.1,0.25,2.7,4,0.678,0.674,1.9,3,0.647,1.5,2.5,4,0.9,0.4,0.9,0.8,2.5,7.4,2020,0.417,0
Dewan Hernandez,C,23,TOR,6,0,4.7,0.8,2.3,0.357,0.2,0.3,0.5,0.7,2,0.333,0.393,0.5,0.8,0.6,0.8,1.5,2.3,0.5,0.2,0,0.5,1,2.3,2020,0.736,0
Tyler Herro,SG,20,MIA,55,8,27.4,4.9,11.5,0.428,2.1,5.4,0.389,2.8,6.1,0.462,0.52,1.6,1.8,0.87,0.3,3.8,4.1,2.2,0.6,0.2,1.6,1.4,13.5,2020,0.603,0
Kevin Hervey,PF,23,OKC,10,0,5.2,0.7,2.7,0.259,0.3,2,0.15,0.4,0.7,0.571,0.315,0,0,,0.1,1.1,1.2,0.5,0.1,0.1,0,0.4,1.7,2020,0.616,0
Jaylen Hoard,PF,20,POR,13,0,7.9,1.2,2.5,0.469,0,0.2,0,1.2,2.2,0.517,0.469,0.6,1,0.615,1.1,1.4,2.5,0.3,0.4,0,0.3,0.9,2.9,2020,0.473,0
Talen Horton-Tucker,SG,19,LAL,6,1,13.5,2.3,5,0.467,0.7,2.2,0.308,1.7,2.8,0.588,0.533,0.3,0.7,0.5,0.3,0.8,1.2,1,1.3,0.2,1,1.7,5.7,2020,0.732,0
William Howard,PF,26,HOU,2,0,6.5,0,2,0,0,2,0,0,0,,0,0,0,,0,1,1,0.5,0,0,0.5,0.5,0,2020,0.611,0
De'Andre Hunter,SF,22,ATL,63,62,32,4.4,10.8,0.41,1.7,4.8,0.355,2.7,6,0.454,0.489,1.7,2.3,0.764,0.7,3.8,4.5,1.8,0.7,0.3,1.6,2.9,12.3,2020,0.299,0
Justin James,SF,23,SAC,36,0,6.4,1,2.3,0.417,0.3,0.8,0.31,0.7,1.5,0.473,0.47,0.3,0.6,0.476,0.2,0.7,0.9,0.5,0.2,0.3,0.2,0.5,2.5,2020,0.431,0
DaQuan Jeffries,SG,22,SAC,13,0,10.8,1.5,3.1,0.5,0.4,1.4,0.278,1.2,1.7,0.682,0.563,0.4,0.5,0.833,0.2,1.2,1.4,0.5,0.3,0.1,0.2,1.5,3.8,2020,0.431,0
Ty Jerome,SG,22,PHO,31,0,10.6,1.2,3.6,0.336,0.5,1.6,0.28,0.8,2,0.381,0.398,0.4,0.5,0.75,0.2,1.3,1.5,1.4,0.5,0.1,0.6,0.9,3.3,2020,0.466,0
Cameron Johnson,PF,23,PHO,57,9,22,3.1,7.1,0.435,1.9,4.8,0.39,1.2,2.3,0.526,0.565,0.8,1,0.807,0.9,2.4,3.3,1.2,0.6,0.4,0.6,1.5,8.8,2020,0.466,0
Keldon Johnson,SF,20,SAS,17,1,17.7,3.1,5.2,0.596,0.8,1.3,0.591,2.4,3.9,0.597,0.669,2.1,2.6,0.795,0.6,2.8,3.4,0.9,0.8,0.1,0.8,1.6,9.1,2020,0.451,0
Mfiondu Kabengele,C,22,LAC,12,0,5.3,1.2,2.7,0.438,0.8,1.7,0.45,0.4,1,0.417,0.578,0.4,0.4,1,0.1,0.8,0.9,0.2,0.2,0.2,0.2,0.8,3.5,2020,0.681,0
Stanton Kidd,SG,27,UTA,4,0,3.8,0,0.8,0,0,0.3,0,0,0.5,0,0,0,0,,0,0.8,0.8,0.3,0,0,0.5,0.8,0,2020,0.611,0
Louis King,SF,20,DET,10,0,6.2,0.8,2.1,0.381,0.4,1.1,0.364,0.4,1,0.4,0.476,0,0.3,0,0.1,0.9,1,0.5,0.2,0,0.2,1,2,2020,0.303,0
John Konchar,SG,23,MEM,19,0,9.5,1.3,1.9,0.649,0.3,0.5,0.5,1,1.4,0.704,0.716,0.1,0.1,0.5,0.9,1.5,2.5,1.2,0.4,0.2,0.4,0.4,2.8,2020,0.466,0
Romeo Langford,SG,20,BOS,32,2,11.6,0.9,2.5,0.35,0.2,0.8,0.185,0.7,1.7,0.434,0.381,0.6,0.8,0.72,0.5,0.8,1.3,0.4,0.3,0.3,0.3,1,2.5,2020,0.667,0
Vic Law,PF,24,ORL,8,0,7.8,0.8,2.3,0.333,0.1,0.9,0.143,0.6,1.4,0.455,0.361,0.3,0.8,0.333,0.3,1.1,1.4,0.4,0.3,0,0.3,0.8,1.9,2020,0.452,0
Jalen Lecque,SG,19,PHO,5,0,6.4,0.8,2,0.4,0,0.8,0,0.8,1.2,0.667,0.4,0.4,0.4,1,0,0.4,0.4,0.4,0,0,0.4,0.6,2,2020,0.466,0
Nassir Little,PF,19,POR,48,5,11.9,1.4,3.1,0.43,0.3,1.2,0.237,1.1,1.9,0.554,0.477,0.6,0.9,0.636,0.6,1.6,2.3,0.5,0.3,0.3,0.3,1.5,3.6,2020,0.473,0
Terance Mann,SF,23,LAC,41,6,8.8,0.9,1.9,0.468,0.2,0.5,0.35,0.7,1.4,0.508,0.513,0.4,0.7,0.667,0.2,1.1,1.3,1.3,0.3,0.1,0.4,1.1,2.4,2020,0.681,0
Caleb Martin,SF,24,CHO,18,1,17.6,2.1,4.7,0.44,1.1,2.1,0.541,0.9,2.6,0.362,0.56,0.9,1.2,0.81,0.6,1.6,2.1,1.3,0.7,0.4,0.8,1.8,6.2,2020,0.354,0
Cody Martin,SF,24,CHO,48,3,18.8,1.9,4.3,0.43,0.4,1.6,0.234,1.5,2.7,0.546,0.473,0.9,1.4,0.646,0.8,2.5,3.3,2,0.8,0.2,0.9,1.6,5,2020,0.354,0
Jeremiah Martin,PG,23,BRK,9,0,11,2.7,5.9,0.453,0.6,2,0.278,2.1,3.9,0.543,0.5,1.2,1.6,0.786,0.1,1,1.1,2,0.8,0.2,0.4,0.8,7.1,2020,0.486,0
Kelan Martin,SF,24,MIN,31,4,16,2.3,5.8,0.392,0.8,3.1,0.26,1.5,2.7,0.541,0.461,1,1,0.968,0.4,2.7,3.1,0.7,0.2,0.3,0.6,1.6,6.4,2020,0.297,0
Garrison Mathews,SG,23,WAS,18,0,12.6,1.3,3.1,0.429,1.1,2.6,0.413,0.3,0.6,0.5,0.598,1.7,1.9,0.912,0.3,1,1.3,0.6,0.4,0.1,0.4,1.8,5.4,2020,0.347,0
Jalen McDaniels,SF,22,CHO,16,0,18.3,2.1,4.4,0.471,0.6,1.5,0.375,1.5,2.9,0.522,0.536,0.9,1.1,0.824,0.9,3.1,4.1,0.8,0.5,0.2,0.7,2.3,5.6,2020,0.354,0
Jordan McLaughlin,PG,23,MIN,30,2,19.7,2.9,5.9,0.489,1,2.5,0.382,1.9,3.4,0.569,0.57,0.9,1.3,0.667,0.2,1.4,1.6,4.2,1.1,0.1,1,1,7.6,2020,0.297,0
Nicolò Melli,C,29,NOP,60,8,17.4,2.3,5.4,0.421,1.2,3.4,0.335,1.1,2,0.573,0.528,0.9,1.2,0.74,0.6,2.4,3,1.4,0.6,0.4,0.8,2.1,6.6,2020,0.417,0
Eric Mika,C,25,SAC,1,0,19,2,3,0.667,0,0,,2,3,0.667,0.667,2,2,1,2,5,7,0,0,0,0,5,6,2020,0.431,0
Adam Mokoka,SF,21,CHI,11,0,10.2,1.1,2.5,0.429,0.5,1.4,0.4,0.5,1.2,0.462,0.536,0.2,0.4,0.5,0.6,0.3,0.9,0.4,0.4,0,0.2,1.5,2.9,2020,0.339,0
Matt Mooney,SG,22,CLE,4,0,4.8,0.3,1,0.25,0,0.5,0,0.3,0.5,0.5,0.25,0,0,,0,0.8,0.8,0.3,0.5,0.3,0,0.3,0.5,2020,0.292,0
Ja Morant,PG,20,MEM,67,67,31,6.7,14,0.477,0.9,2.7,0.335,5.8,11.3,0.511,0.509,3.6,4.6,0.776,0.8,3.1,3.9,7.3,0.9,0.3,3.3,1.6,17.8,2020,0.466,0.5533
Juwan Morgan,PF,22,UTA,21,0,6.4,0.7,1.2,0.577,0.1,0.4,0.375,0.6,0.9,0.667,0.635,0.1,0.2,0.75,0.5,0.9,1.4,0.3,0,0.1,0.3,0.9,1.7,2020,0.611,0
Mychal Mulder,SF,25,GSW,7,3,29.1,3.7,9.6,0.388,2.3,7.4,0.308,1.4,2.1,0.667,0.507,1.3,1.7,0.75,0.4,2.9,3.3,1.1,0.3,0.1,0.7,2.9,11,2020,0.231,0
Malik Newman,SG,22,CLE,1,0,4,0,2,0,0,1,0,0,1,0,0,2,2,1,0,0,0,0,0,0,1,0,2,2020,0.292,0
Zach Norvell,SG,22,GSW,3,0,12,1,3.7,0.273,1,2.7,0.375,0,1,0,0.409,0.3,0.3,1,0,1.7,1.7,1,0.7,0,1,1.3,3.3,2020,0.231,0
Jaylen Nowell,SG,20,MIN,15,0,10.1,1.3,3.5,0.358,0.2,1.7,0.115,1.1,1.8,0.593,0.387,1.1,1.1,0.941,0.2,0.7,0.9,1.3,0.2,0.1,0.2,0.7,3.8,2020,0.297,0
Kendrick Nunn,PG,24,MIA,67,67,29.3,6,13.6,0.439,2,5.8,0.35,3.9,7.8,0.505,0.514,1.3,1.5,0.85,0.3,2.4,2.7,3.3,0.8,0.2,1.7,2.3,15.3,2020,0.603,0.2267
KZ Okpala,PF,20,MIA,5,0,5.2,0.6,1,0.6,0,0.2,0,0.6,0.8,0.75,0.6,0.2,0.4,0.5,0.2,0.8,1,0.2,0.4,0.2,0.2,0.4,1.4,2020,0.603,0
Miye Oni,SF,22,UTA,10,1,10.9,1.2,3.2,0.375,0.7,1.9,0.368,0.5,1.3,0.385,0.484,0.4,0.5,0.8,0.5,1.2,1.7,0.4,0.4,0.2,0.4,0.9,3.5,2020,0.611,0
Tariq Owens,PF,24,PHO,3,0,5,0.3,1.7,0.2,0,0.7,0,0.3,1,0.333,0.2,0.7,0.7,1,0.7,0.3,1,0,0.3,0,0,0.3,1.3,2020,0.466,0
Eric Paschall,PF,23,GSW,60,26,27.6,5.3,10.7,0.497,0.6,2.2,0.287,4.7,8.5,0.55,0.526,2.7,3.5,0.774,1.4,3.2,4.6,2.1,0.5,0.2,1.6,2.1,14,2020,0.231,0.0022
Anžejs Pasečņiks,C,24,WAS,27,0,16.2,2.3,4.3,0.526,0,0.1,0,2.3,4.2,0.54,0.526,1.3,2.1,0.586,1.6,2.4,4,0.7,0.3,0.4,0.9,2.8,5.8,2020,0.347,0
Norvel Pelle,C,26,PHI,24,0,9.7,1,2,0.521,0,0,0,1,2,0.532,0.521,0.3,0.6,0.5,0.8,2.2,3,0.3,0.1,1.3,0.8,2.3,2.4,2020,0.589,0
Vincent Poirier,C,26,BOS,22,0,5.9,0.8,1.6,0.472,0,0.1,0.5,0.7,1.5,0.471,0.486,0.3,0.3,0.857,0.6,1.4,2,0.4,0.1,0.4,0.4,1.1,1.9,2020,0.667,0
Shamorie Ponds,PG,21,TOR,4,0,2.8,0.8,1.3,0.6,0.3,0.5,0.5,0.5,0.8,0.667,0.7,0.5,0.5,1,0,0.3,0.3,0.5,0,0.3,0,0.5,2.3,2020,0.736,0
Jordan Poole,SG,20,GSW,57,14,22.4,2.9,8.8,0.333,1.3,4.6,0.279,1.6,4.2,0.392,0.406,1.7,2.1,0.798,0.2,1.9,2.1,2.4,0.6,0.2,1.3,1.6,8.8,2020,0.231,0
Kevin Porter Jr.,SF,19,CLE,50,3,23.2,3.7,8.4,0.442,1.1,3.2,0.335,2.7,5.3,0.506,0.505,1.5,2,0.723,0.4,2.8,3.2,2.2,0.9,0.3,1.9,2.7,10,2020,0.292,0
Michael Porter Jr.,SF,21,DEN,55,8,16.4,3.5,7,0.509,1.1,2.7,0.422,2.4,4.3,0.564,0.59,1.1,1.3,0.833,1.2,3.5,4.7,0.8,0.5,0.5,0.9,1.8,9.3,2020,0.63,0
Josh Reaves,SF,22,DAL,4,0,7,0.8,2.3,0.333,0,0.5,0,0.8,1.8,0.429,0.333,0.5,0.5,1,0.3,0.5,0.8,0.8,0,0,0,1.3,2,2020,0.573,0
Cam Reddish,SF,20,ATL,58,34,26.7,3.7,9.6,0.384,1.4,4.3,0.332,2.2,5.2,0.428,0.459,1.7,2.2,0.802,0.6,3.1,3.7,1.5,1.1,0.5,1.7,2.3,10.5,2020,0.299,0
Naz Reid,C,20,MIN,30,11,16.5,3.3,8.1,0.412,1.1,3.2,0.33,2.3,4.9,0.466,0.477,1.2,1.8,0.698,1.1,3,4.1,1.2,0.6,0.7,0.7,2.8,9,2020,0.297,0
Justin Robinson,PG,22,WAS,9,0,5.4,0.6,1.3,0.417,0.3,0.6,0.6,0.2,0.8,0.286,0.542,0,0,,0.1,0.4,0.6,0.8,0,0.1,0.3,0.2,1.4,2020,0.347,0
Isaiah Roby,PF,21,OKC,3,0,3.7,0,0.3,0,0,0,,0,0.3,0,0,0,0,,0,0.7,0.7,0,0,0,0.3,0.3,0,2020,0.616,0
Luka Šamanić,PF,20,SAS,3,1,16,1.7,5.3,0.313,1,2.7,0.375,0.7,2.7,0.25,0.406,1,1.3,0.75,0.3,3,3.3,2,0,0.7,0.7,2,5.3,2020,0.451,0
Admiral Schofield,PF,22,WAS,33,2,11.2,1.1,2.8,0.38,0.6,1.8,0.311,0.5,0.9,0.516,0.484,0.3,0.5,0.667,0.2,1.2,1.4,0.5,0.2,0.1,0.2,1.5,3,2020,0.347,0
Marial Shayok,SG,24,PHI,4,0,7,0.8,3,0.25,0.5,1.5,0.333,0.3,1.5,0.167,0.333,0.8,1,0.75,0.3,1.5,1.8,0.3,0,0.3,0.8,1,2.8,2020,0.589,0
Chris Silva,PF,23,MIA,44,0,7.9,1.1,1.8,0.615,0,0.1,0,1.1,1.7,0.64,0.615,0.8,1.3,0.673,1.4,1.5,2.9,0.5,0.2,0.5,0.7,1.9,3,2020,0.603,0
Alen Smailagić,C,19,GSW,14,0,9.9,1.4,2.9,0.5,0.2,0.9,0.231,1.2,1.9,0.63,0.538,1.1,1.4,0.842,0.7,1.2,1.9,0.9,0.2,0.3,0.8,1,4.2,2020,0.231,0
Max Strus,SF,23,CHI,2,0,3,1,1.5,0.667,0,0.5,0,1,1,1,0.667,0.5,0.5,1,0.5,0,0.5,0,0,0,0,0.5,2.5,2020,0.339,0
Matt Thomas,SG,25,TOR,41,1,10.7,1.8,3.7,0.487,1.1,2.4,0.475,0.6,1.2,0.51,0.643,0.2,0.3,0.75,0.2,1.3,1.5,0.5,0.2,0,0.4,0.9,4.9,2020,0.736,0
Matisse Thybulle,SG,22,PHI,65,14,19.8,1.7,4.1,0.423,0.9,2.4,0.357,0.9,1.7,0.519,0.528,0.4,0.6,0.61,0.7,1,1.6,1.2,1.4,0.7,0.8,2.2,4.7,2020,0.589,0
Juan Toscano-Anderson,SG,26,GSW,13,6,20.9,2.2,4.8,0.46,0.6,1.8,0.348,1.6,3.1,0.525,0.524,0.2,0.4,0.6,0.7,3.3,4,2,1,0.4,1.2,2.3,5.3,2020,0.231,0
Rayjon Tucker,SG,22,UTA,20,0,8.1,1,2.2,0.465,0.2,0.9,0.176,0.9,1.3,0.654,0.5,1,1.2,0.826,0.2,0.9,1,0.3,0.1,0.1,0.4,0.5,3.1,2020,0.611,0
Gabe Vincent,PG,23,MIA,9,0,9.2,0.9,4.1,0.216,0.7,3,0.222,0.2,1.1,0.2,0.297,0,0,,0,0.6,0.6,0.7,0.6,0,0.1,0.7,2.4,2020,0.603,0
Dean Wade,PF,23,CLE,12,0,5.9,0.8,1.1,0.692,0.2,0.3,0.5,0.6,0.8,0.778,0.769,0,0.1,0,0.3,1.3,1.6,0.2,0.2,0.3,0.3,0.7,1.7,2020,0.292,0
P.J. Washington,PF,21,CHO,58,57,30.3,4.6,10.2,0.455,1.5,4,0.374,3.1,6.2,0.507,0.528,1.5,2.3,0.647,1,4.4,5.4,2.1,0.9,0.8,1.6,2.7,12.2,2020,0.354,0
Tremont Waters,PG,22,BOS,11,1,10.8,1.3,4.5,0.286,0.4,2.2,0.167,0.9,2.3,0.4,0.327,0.7,0.7,1,0,1.1,1.1,1.5,0.9,0.2,1.4,1.2,3.6,2020,0.667,0
Paul Watson,SF,25,TOR,8,0,8.8,1.3,2.4,0.526,0.5,1.1,0.444,0.8,1.3,0.6,0.632,0.9,1.1,0.778,0.3,1.6,1.9,0.6,0.4,0.1,0.4,0.5,3.9,2020,0.736,0
Quinndary Weatherspoon,SG,23,SAS,11,0,7.1,0.5,1.5,0.294,0.1,0.5,0.2,0.4,1.1,0.333,0.324,0.1,0.2,0.5,0.1,0.5,0.6,1,0.3,0.1,0.5,0.7,1.1,2020,0.451,0
Coby White,PG,19,CHI,65,1,25.8,4.8,12.2,0.394,2,5.8,0.354,2.8,6.4,0.43,0.478,1.6,2,0.791,0.4,3.1,3.5,2.7,0.8,0.1,1.7,1.8,13.2,2020,0.339,0.0033
Grant Williams,PF,21,BOS,69,5,15.1,1.3,3.1,0.412,0.3,1.4,0.25,0.9,1.7,0.548,0.469,0.6,0.8,0.722,0.9,1.7,2.6,1,0.4,0.5,0.7,2.4,3.4,2020,0.667,0
Nigel Williams-Goss,PG,25,UTA,10,0,5,0.5,1.6,0.313,0.2,0.7,0.286,0.3,0.9,0.333,0.375,0.2,0.2,1,0.2,0.4,0.6,0.6,0.3,0.1,0.3,0.6,1.4,2020,0.611,0
Zion Williamson,PF,19,NOP,24,24,27.8,8.8,15,0.583,0.3,0.6,0.429,8.5,14.4,0.59,0.592,4.8,7.4,0.64,2.7,3.6,6.3,2.1,0.7,0.4,2.5,1.8,22.5,2020,0.417,0.1556
Justin Wright-Foreman,PG,22,UTA,4,0,11.3,1.8,5,0.35,0.5,2.5,0.2,1.3,2.5,0.5,0.4,0.8,1,0.75,0,1.3,1.3,1.8,0.5,0,0.8,1.3,4.8,2020,0.611,0
Precious Achiuwa,PF,21,MIA,61,4,12.1,2,3.7,0.544,0,0,0,2,3.7,0.546,0.544,0.9,1.8,0.509,1.2,2.2,3.4,0.5,0.3,0.5,0.7,1.5,5,2021,0.556,0
Ty-Shon Alexander,SG,22,PHO,15,0,3.1,0.2,0.8,0.25,0.1,0.6,0.222,0.1,0.2,0.333,0.333,0.1,0.1,0.5,0.1,0.5,0.7,0.4,0,0.1,0.2,0.1,0.6,2021,0.708,0
